timestamp,actual,persistence,arima,xgboost,lstm
2019-05-25 19:10:00,0.0072601318359375,0.0014839172363281,0.0013178054785475,0.018560076,0.0048769526
2019-05-25 19:15:00,0.0130363464355468,0.0072601318359375,0.0012492073927022,0.018560076,0.008902822
2019-05-25 19:20:00,0.0188125610351562,0.0130363464355468,0.0012497816932168,0.018560076,0.012782009
2019-05-25 19:25:00,0.0245887756347656,0.0188125610351562,0.001279480410727,0.024508076,0.016648816
2019-05-25 19:30:00,0.030364990234375,0.0245887756347656,0.0012966274287863,0.026345808,0.020509863
2019-05-25 19:35:00,0.0210673014322916,0.030364990234375,0.0013099330885932,0.013256434,0.024369331
2019-05-25 19:40:00,0.0178731282552083,0.0210673014322916,0.0012997902830575,0.013616119,0.01765594
2019-05-25 19:45:00,0.014678955078125,0.0178731282552083,0.0012897047620878,0.011967637,0.01569719
2019-05-25 19:50:00,0.0127304077148437,0.014678955078125,0.0012868109333432,0.011191802,0.013571887
2019-05-25 19:55:00,0.0107818603515625,0.0127304077148437,0.0012898499924993,0.00826516,0.012322352
2019-05-25 20:00:00,0.0088333129882812,0.0107818603515625,0.0012925232638873,0.009005036,0.0110321995
2019-05-25 20:05:00,0.006884765625,0.0088333129882812,0.001294069066621,0.0070373253,0.00973673
2019-05-25 20:10:00,0.0049362182617187,0.006884765625,0.0012934476280539,0.0051288106,0.008437537
2019-05-25 20:15:00,0.0151290893554687,0.0049362182617187,0.0012923073009137,0.015571682,0.0071362522
2019-05-25 20:20:00,0.0113801956176757,0.0151290893554687,0.0012917272271457,0.008442655,0.014316987
2019-05-25 20:25:00,0.0076313018798828,0.0113801956176757,0.0012919225846117,0.0054036854,0.011411031
2019-05-25 20:30:00,0.0038824081420898,0.0076313018798828,0.0012922721964291,0.008115901,0.00887983
2019-05-25 20:35:00,0.0001335144042968,0.0038824081420898,0.0012924891608128,0.0028828138,0.0063633006
2019-05-25 20:40:00,0.0106964111328125,0.0001335144042968,0.0012924667838071,0.013381956,0.0038577025
2019-05-25 20:45:00,0.00677490234375,0.0106964111328125,0.0012923461870178,0.005905658,0.01134314
2019-05-25 20:50:00,0.0028533935546875,0.00677490234375,0.0012922607686665,0.0041177883,0.0083269095
2019-05-25 20:55:00,0.0008172988891601,0.0028533935546875,0.0012922622004332,0.004262753,0.005681564
2019-05-25 21:00:00,0.0053163846333821,0.0008172988891601,0.0012923007611738,0.0068498496,0.004365034
2019-05-25 21:05:00,0.0,0.0053163846333821,0.0012923310415634,0.0046896045,0.007566393
2019-05-25 21:10:00,0.0011329650878906,0.0,0.001292334497758,0.0024053429,0.003743379
2019-05-25 21:15:00,0.0032901255289713,0.0011329650878906,0.0012923225911516,0.004196346,0.004669119
2019-05-25 21:20:00,0.005447285970052,0.0032901255289713,0.0012923113519367,0.006277995,0.0061498242
2019-05-25 21:25:00,0.0076044464111328,0.005447285970052,0.001292309122339,0.0078772735,0.0075979284
2019-05-25 21:30:00,0.0097616068522135,0.0076044464111328,0.0012923127739738,0.010304233,0.009039842
2019-05-25 21:35:00,0.0119187672932942,0.0097616068522135,0.0012923166998249,0.011132815,0.010479642
2019-05-25 21:40:00,0.014075927734375,0.0119187672932942,0.0012923178389411,0.01413512,0.011919501
2019-05-25 21:45:00,0.2692695030799278,0.014075927734375,0.0012923168081235,0.024227848,0.013360051
2019-05-25 21:50:00,0.0,0.2692695030799278,0.0012923154306914,0.008926228,0.10873906
2019-05-25 21:55:00,0.0001664161682128,0.0,0.0012923149156694,0.011781125,-0.011909249
2019-05-25 22:00:00,0.0003328323364257,0.0001664161682128,0.0012923151967125,0.00047739613,0.0037942214
2019-05-25 22:05:00,0.0004992485046386,0.0003328323364257,0.001292315666559,0.0017301379,0.003837771
2019-05-25 22:10:00,0.0006656646728515,0.0004992485046386,0.0012923158805812,0.0015295512,0.0042040953
2019-05-25 22:15:00,0.0008320808410644,0.0006656646728515,0.0012923158141896,0.002870016,0.0044016256
2019-05-25 22:20:00,0.0009984970092773,0.0008320808410644,0.0012923156565716,0.0021292125,0.0045329267
2019-05-25 22:25:00,0.0011649131774902,0.0009984970092773,0.0012923155707932,0.003961183,0.004636268
2019-05-25 22:30:00,0.0013313293457031,0.0011649131774902,0.0012923155831422,0.0022364988,0.0047308295
2019-05-25 22:35:00,0.0087528228759765,0.0013313293457031,0.0012923156350178,0.012165753,0.0048251646
2019-05-25 22:40:00,0.01617431640625,0.0087528228759765,0.0012923156679559,0.018141527,0.009986971
2019-05-25 22:45:00,0.0001258850097656,0.01617431640625,0.0012923156675154,0.009677611,0.014961169
2019-05-25 22:50:00,0.0035584767659505,0.0001258850097656,0.0012923156508673,0.0045932448,0.003514826
2019-05-25 22:55:00,0.0069910685221354,0.0035584767659505,0.0012923156385184,0.010341849,0.0063341884
2019-05-25 23:00:00,0.0104236602783203,0.0069910685221354,0.0012923156373465,0.011165927,0.008659834
2019-05-25 23:05:00,0.0069491068522135,0.0104236602783203,0.0012923156425637,0.0052455883,0.010970465
2019-05-25 23:10:00,0.0034745534261067,0.0069491068522135,0.0012923156470749,0.0033744676,0.008441784
2019-05-25 23:15:00,0.0,0.0034745534261067,0.0012923156479291,0.0051602004,0.0061028427
2019-05-25 23:20:00,0.03985595703125,0.0,0.0012923156463494,0.0360454,0.0037758797
2019-05-25 23:25:00,0.03564453125,0.03985595703125,0.0012923156447349,0.029429177,0.031528227
2019-05-25 23:30:00,0.03143310546875,0.03564453125,0.001292315644289,0.023904333,0.027639916
2019-05-25 23:35:00,0.001477559407552,0.03143310546875,0.0012923156447481,0.0037003204,0.024756806
2019-05-25 23:40:00,0.0023152033487955,0.001477559407552,0.0012923156453145,0.003829798,0.0038857213
2019-05-25 23:45:00,0.003152847290039,0.0023152033487955,0.0012923156455176,0.004062193,0.0053751096
2019-05-25 23:50:00,0.0039904912312825,0.003152847290039,0.0012923156453921,0.005859095,0.0059971437
2019-05-25 23:55:00,0.004828135172526,0.0039904912312825,0.0012923156451972,0.004534415,0.0065936972
2019-05-26 00:00:00,0.0056657791137695,0.004828135172526,0.0012923156451113,0.0059314063,0.007163
2019-05-26 00:05:00,0.006503423055013,0.0056657791137695,0.0012923156451424,0.0071352865,0.0077212537
2019-05-26 00:10:00,0.0073410669962565,0.006503423055013,0.0012923156452082,0.007935262,0.008275928
2019-05-26 00:15:00,0.0081787109375,0.0073410669962565,0.0012923156452427,0.00752858,0.008830389
2019-05-26 00:20:00,0.0108413696289062,0.0081787109375,0.0012923156452364,0.009643763,0.00938591
2019-05-26 00:25:00,0.0135040283203125,0.0108413696289062,0.0012923156452147,0.0125966845,0.01121791
2019-05-26 00:30:00,0.0161666870117187,0.0135040283203125,0.0012923156452013,0.013046426,0.013000687
2019-05-26 00:35:00,0.018829345703125,0.0161666870117187,0.0012923156452019,0.017176531,0.01478069
2019-05-26 00:40:00,0.0214920043945312,0.018829345703125,0.0012923156452089,0.019766161,0.016559493
2019-05-26 00:45:00,0.0241546630859375,0.0214920043945312,0.001292315645214,0.020480117,0.018338341
2019-05-26 00:50:00,0.0268173217773437,0.0241546630859375,0.0012923156452143,0.025455222,0.020117836
2019-05-26 00:55:00,0.02947998046875,0.0268173217773437,0.0012923156452121,0.02538991,0.021897752
2019-05-26 01:00:00,0.0269571940104166,0.02947998046875,0.0012923156452102,0.024294963,0.02367797
2019-05-26 01:05:00,0.0244344075520833,0.0269571940104166,0.0012923156452099,0.017438807,0.021819556
2019-05-26 01:10:00,0.02191162109375,0.0244344075520833,0.0012923156452106,0.015576193,0.02012696
2019-05-26 01:15:00,0.0193888346354166,0.02191162109375,0.0012923156452113,0.019298628,0.01844248
2019-05-26 01:20:00,0.0168660481770833,0.0193888346354166,0.0012923156452115,0.016983176,0.016762668
2019-05-26 01:25:00,0.01434326171875,0.0168660481770833,0.0012923156452113,0.012296746,0.015082847
2019-05-26 01:30:00,0.038299560546875,0.01434326171875,0.001292315645211,0.035099104,0.013401974
2019-05-26 01:35:00,0.062255859375,0.038299560546875,0.0012923156452109,0.036282457,0.030259676
2019-05-26 01:40:00,0.0500846862792968,0.062255859375,0.001292315645211,0.042931724,0.042062744
2019-05-26 01:45:00,0.0379135131835937,0.0500846862792968,0.0012923156452111,0.029032134,0.03669071
2019-05-26 01:50:00,0.0257423400878906,0.0379135131835937,0.0012923156452111,0.020218242,0.028755324
2019-05-26 01:55:00,0.0135711669921875,0.0257423400878906,0.0012923156452111,0.0074252863,0.02062609
2019-05-26 02:00:00,0.0013999938964843,0.0135711669921875,0.0012923156452111,0.0050902083,0.012524344
2019-05-26 02:05:00,0.0007991790771484,0.0013999938964843,0.0012923156452111,0.001808581,0.0044290917
2019-05-26 02:10:00,0.0001983642578125,0.0007991790771484,0.0012923156452111,0.002115374,0.004402272
2019-05-26 02:15:00,0.0013751983642578,0.0001983642578125,0.0012923156452111,0.0022369842,0.004037591
2019-05-26 02:20:00,0.0025520324707031,0.0013751983642578,0.0012923156452111,0.003329896,0.004887329
2019-05-26 02:25:00,0.0037288665771484,0.0025520324707031,0.0012923156452111,0.00356489,0.005673886
2019-05-26 02:30:00,0.0049057006835937,0.0037288665771484,0.0012923156452111,0.005572399,0.0064521884
2019-05-26 02:35:00,0.006082534790039,0.0049057006835937,0.0012923156452111,0.0051197177,0.007228696
2019-05-26 02:40:00,0.0053306579589843,0.006082534790039,0.0012923156452111,0.005091312,0.008006535
2019-05-26 02:45:00,0.0045787811279296,0.0053306579589843,0.0012923156452111,0.004725514,0.007439897
2019-05-26 02:50:00,0.0038269042968749,0.0045787811279296,0.0012923156452111,0.0034298268,0.006928247
2019-05-26 02:55:00,0.0030750274658203,0.0038269042968749,0.0012923156452111,0.0033328766,0.0064220326
2019-05-26 03:00:00,0.0023231506347656,0.0030750274658203,0.0012923156452111,0.002965715,0.005918682
2019-05-26 03:05:00,0.0026473999023437,0.0023231506347656,0.0012923156452111,0.0035931042,0.005416302
2019-05-26 03:10:00,0.0029716491699218,0.0026473999023437,0.0012923156452111,0.0041339593,0.005664747
2019-05-26 03:15:00,0.0032958984375,0.0029716491699218,0.0012923156452111,0.004245258,0.005884196
2019-05-26 03:20:00,0.0036201477050781,0.0032958984375,0.0012923156452111,0.0039463528,0.00610119
2019-05-26 03:25:00,0.0024347305297851,0.0036201477050781,0.0012923156452111,0.0031512422,0.0063169757
2019-05-26 03:30:00,0.0012493133544921,0.0024347305297851,0.0012923156452111,0.0033256472,0.005479128
